scenario_id,level_count,policy_count,evaluated_policies,evaluated_fraction,work_reduction,selected_idx,exhaustive_idx,exact_match,holdout_regret,elapsed_seconds
V01,19,190,20,0.1052631578947368,0.8869565217391304,109,134,0,0.0145199251602937,2.156395196914673
V01,31,496,20,0.0403225806451612,0.956463496316142,182,289,0,0.0314745686746785,5.524611473083496
V01,51,1326,20,0.0150829562594268,0.9836806427316094,1291,807,0,0.0,14.69847822189331
R03,19,190,20,0.1052631578947368,0.8869565217391304,1,1,1,0.0,3.1693050861358643
R03,31,496,20,0.0403225806451612,0.956463496316142,3,3,1,0.0,8.048118591308594
R03,51,1326,20,0.0150829562594268,0.9836806427316094,1,4,0,0.0,21.83236932754517
F01,19,190,20,0.1052631578947368,0.8869565217391304,61,38,0,0.059640244137039,3.389272928237915
F01,31,496,20,0.0403225806451612,0.956463496316142,102,109,0,0.0010476062658832,8.673250913619995
F01,51,1326,20,0.0150829562594268,0.9836806427316094,271,287,0,0.0,25.73746347427368
